,word,label
19775,asil,as
19776,je,as
19777,toy,en
19778,tare,as
19779,putek,as
19780,sage,en
19781,noh,as
19782,p,en
19783,saraighator,en
19784,nd,en
19785,bridge,en
19786,khon,as
19787,opening,en
19788,korok,as
19789,hours,en
19790,traffic,en
19791,jamot,as
19792,juakali,as
19793,jon,as
19794,bemari,as
19795,dhukal,as
19796,hello,en
19797,class,en
19798,attendance,en
19799,time,en
19800,v,as
19801,sob,as
19802,moribo,as
19803,aaji,as
19804,june,ne
19805,june,ne
19806,bunk,en
19807,maribo,as
19808,v,as
19809,johnyblaze,as
19810,hobo,as
19811,bhai,as
19812,ajon,as
19813,anjan,as
19814,dutta,as
19815,kafi,as
19816,asil,as
19817,aru,as
19818,ajon,as
19819,jonmo,as
19820,lobo,as
19821,nalage,as
19822,nahole,as
19823,kamur,as
19824,khabo,as
19825,sobe,as
19826,asom,as
19827,bjp,ne
19828,r,as
19829,bapek,as
19830,r,as
19831,nohoi,as
19832,j,as
19833,asom,as
19834,t,as
19835,japi,as
19836,dibo,as
19837,sob,as
19838,gujrat,as
19839,t,as
19840,niyok,as
19841,sir,en
19842,mur,as
19843,deuta,as
19844,nrc,ne
19845,chek,as
19846,kori,as
19847,saisu,as
19848,nai,as
19849,deuta,as
19850,mora,as
19851,date,en
19852,kagos,as
19853,thakile,as
19854,hobone,as
19855,sir,en
19856,current,en
19857,vacant,en
19858,position,en
19859,in,en
19860,lp,en
19861,baksa,as
19862,district,en
19863,am,en
19864,bm,en
19865,as,en
19866,per,en
19867,official,en
19868,notice,en
19869,wish,en
19870,you,en
19871,all,en
19872,the,en
19873,best,en
19874,https,en
19875,t,as
19876,co,en
19877,zxtxcn,en
19878,vys,as
19879,o,as
19880,bhai,as
19881,if,en
19882,u,en
19883,dnt,en
19884,able,en
19885,to,en
19886,think,en
19887,positive,en
19888,thn,en
19889,atlst,en
19890,dnt,en
19891,spread,en
19892,ngtv,en
19893,mindset,en
19894,to,en
19895,everyone,en
19896,alwz,en
19897,try,en
19898,to,en
19899,be,en
19900,positive,en
19901,mr,en
19902,suman,as
19903,dide,as
19904,aap,as
19905,aage,as
19906,bharo,as
19907,hum,as
19908,sab,as
19909,silchar,ne
19910,thumpers,en
19911,aap,as
19912,ka,as
19913,sath,as
19914,ha,as
19915,b,as
19916,t,as
19917,c,en
19918,at,en
19919,b,as
19920,p,en
19921,f,en
19922,ar,as
19923,veti,as
19924,durbal,as
19925,howa,as
19926,jen,as
19927,paalo,as
19928,u,en
19929,p,en
19930,p,en
19931,strongly,en
19932,hard,en
19933,work,en
19934,kori,as
19935,aase,as
19936,moyo,as
19937,sarbananda,as
19938,c,en
19939,m,as
19940,howato,as
19941,bisaro,as
19942,happy,en
19943,new,en
19944,year,en
19945,to,en
19946,all,en
19947,nrc,ne
19948,family,en
19949,form,en
19950,lanka,as
19951,crcr,en
19952,office,en
19953,genaral,as
19954,tet,as
19955,pas,as
19956,kora,as
19957,abong,as
19958,already,en
19959,contractual,en
19960,job,en
19961,kore,as
19962,thaka,as
19963,candidate,en
19964,oneke,as
19965,apply,en
19966,korese,as
19967,aderke,as
19968,abar,as
19969,job,en
19970,dibe,as
19971,naki,as
19972,double,en
19973,track,en
19974,aloi,as
19975,kiman,as
19976,din,as
19977,sir,en
19978,hope,en
19979,that,en
19980,assam,ne
19981,will,en
19982,get,en
19983,double,en
19984,rail,en
19985,track,en
19986,and,en
19987,the,en
19988,indo,as
19989,bangla,ne
19990,border,en
19991,will,en
19992,be,en
19993,sealed,en
19994,in,en
19995,the,en
19996,great,en
19997,modi,as
19998,ji,as
19999,s,as
20000,tenor,en
20001,i,en
20002,think,en
20003,innocent,en
20004,people,en
20005,die,as
20006,more,en
20007,as,en
20008,compare,en
20009,to,en
20010,innocent,en
20011,animals,en
20012,in,en
20013,daily,en
20014,road,en
20015,accidents,en
20016,d,as
20017,agote,as
20018,manuhor,as
20019,kotha,as
20020,bhaba,as
20021,tar,as
20022,pisot,as
20023,animals,en
20024,or,as
20025,kotha,as
20026,koba,as
20027,sir,en
20028,bogibil,as
20029,bridge,en
20030,has,en
20031,passed,en
20032,a,en
20033,decade,en
20034,it,en
20035,started,en
20036,when,en
20037,bjp,ne
20038,government,en
20039,led,en
20040,by,en
20041,shri,as
20042,atal,as
20043,bihari,ne
20044,bapai,as
20045,was,en
20046,there,en
20047,and,en
20048,now,en
20049,we,en
20050,are,en
20051,hopping,en
20052,that,en
20053,it,en
20054,will,en
20055,get,en
20056,completed,en
20057,only,en
20058,when,en
20059,bjp,ne
20060,government,en
20061,is,en
20062,in,en
20063,force,en
20064,our,en
20065,sincere,en
20066,request,en
20067,to,en
20068,you,en
20069,for,en
20070,this,en
20071,sight,en
20072,visit,en
20073,and,en
20074,completion,en
20075,of,en
20076,this,en
20077,decade,en
20078,old,en
20079,construction,en
20080,mr,en
20081,sourav,as
20082,deb,as
20083,who,en
20084,r,as
20085,u,en
20086,amra,as
20087,tnsn,en
20088,bachi,as
20089,na,as
20090,kobe,as
20091,chakri,as
20092,dito,as
20093,r,as
20094,tumi,as
20095,every,en
20096,time,en
20097,kichu,as
20098,na,as
20099,kichu,as
20100,tomar,as
20101,personal,en
20102,issue,en
20103,niya,as
20104,group,en
20105,post,en
20106,koro,as
20107,good,en
20108,job,en
20109,drug,en
20110,mafia,en
20111,hatao,as
20112,desh,as
20113,bacchao,as
20114,a,en
20115,long,en
20116,way,en
20117,from,en
20118,rio,as
20119,paris,as
20120,agreement,en
20121,is,en
20122,a,en
20123,pale,en
20124,shadow,en
20125,of,en
20126,the,en
20127,convention,en
20128,but,en
20129,india,as
20130,salvaged,en
20131,some,en
20132,key,en
20133,principles,en
20134,jani,as
20135,na,as
20136,re,en
20137,di,as
20138,dhorteo,as
20139,pare,as
20140,mane,as
20141,handsme,en
20142,chele,as
20143,na,as
20144,p,en
20145,mtet,as
20146,pre,en
20147,sinior,as
20148,section,en
20149,pabo,as
20150,ne,as
20151,sir,en
20152,aahh,as
20153,c,en
20154,mon,as
20155,don,as
20156,t,as
20157,need,en
20158,to,en
20159,act,en
20160,so,en
20161,innocent,en
20162,you,en
20163,are,en
20164,desperate,en
20165,to,en
20166,have,en
20167,a,en
20168,girlfriend,en
20169,dear,en
20170,cm,en
20171,dangoria,as
20172,pls,en
20173,ask,en
20174,pdw,en
20175,minister,en
20176,sir,en
20177,abt,en
20178,nh,en
20179,from,en
20180,sonapur,as
20181,to,en
20182,karimganj,ne
20183,pathetic,en
20184,road,en
20185,journey,en
20186,pls,en
20187,we,en
20188,people,en
20189,need,en
20190,action,en
20191,plan,en
20192,on,en
20193,the,en
20194,road,en
20195,nt,en
20196,lecture,en
20197,r,as
20198,u,en
20199,one,en
20200,of,en
20201,them,en
20202,to,en
20203,solve,en
20204,it,en
20205,for,en
20206,the,en
20207,sake,en
20208,of,en
20209,barakvalley,as
20210,people,en
20211,s,as
20212,thanks,en
20213,cnfessor,en
20214,mur,as
20215,naam,as
20216,nolola,as
20217,j,as
20218,v,as
20219,onek,as
20220,data,en
20221,achea,as
20222,newspapers,en
20223,cutting,en
20224,achea,as
20225,laglea,as
20226,amrea,as
20227,message,en
20228,koriyo,as
20229,ami,as
20230,collection,en
20231,koriya,as
20232,dimu,as
20233,verification,en
20234,team,en
20235,of,en
20236,hojai,as
20237,circle,en
20238,continues,en
20239,verification,en
20240,of,en
20241,documents,en
20242,despite,en
20243,the,en
20244,winter,en
20245,chill,en
20246,on,en
20247,th,en
20248,in,en
20249,nagaon,ne
20250,hunger,en
20251,ache,en
20252,ache,en
20253,ko,as
20254,nind,as
20255,se,as
20256,utha,as
20257,le,as
20258,p,en
20259,yes,en
20260,she,as
20261,is,en
20262,and,en
20263,the,en
20264,most,en
20265,intellectual,en
20266,one,en
20267,of,en
20268,all,en
20269,the,en
20270,admins,en
20271,public,en
20272,demand,en
20273,attraction,en
20274,change,en
20275,d,as
20276,phase,en
20277,dhoijyo,as
20278,dhor,as
20279,dhoijyo,as
20280,dhor,as
20281,nrc,ne
20282,update,en
20283,karone,as
20284,block,en
20285,e,as
20286,block,en
20287,e,as
20288,j,as
20289,identity,en
20290,proof,en
20291,karone,as
20292,matisil,as
20293,goli,as
20294,ne,as
20295,soku,as
20296,anguli,ne
20297,print,en
20298,etc,en
20299,j,as
20300,loisil,as
20301,eta,as
20302,roomot,as
20303,loli,as
20304,ne,as
20305,vitorot,as
20306,hei,as
20307,nrc,ne
20308,update,en
20309,bula,as
20310,bostu,as
20311,tu,as
20312,complate,en
20313,hobo,as
20314,pasot,as
20315,mia,as
20316,khedabo,as
20317,bujili,as
20318,plz,en
20319,take,en
20320,special,en
20321,attention,en
20322,on,en
20323,fake,en
20324,documentation,en
20325,by,en
20326,bsngladeshi,as
20327,in,en
20328,nrc,ne
20329,haar,as
20330,har,as
20331,modi,as
20332,koi,as
20333,paila,as
20334,d,as
20335,el,as
20336,ed,as
20337,extent,en
20338,hoyeche,as
20339,legacy,en
20340,data,en
20341,loute,as
20342,samparkit,as
20343,byoktigorakhir,as
20344,namtu,as
20345,kula,as
20346,chandra,as
20347,choudhary,as
20348,r,as
20349,thait,as
20350,kulen,as
20351,choudhary,as
20352,hoi,as
20353,thoka,as
20354,dekhapalu,as
20355,kulen,as
20356,choudhary,as
20357,buli,as
20358,nasil,as
20359,kunu,as
20360,amar,as
20361,suburit,as
20362,baki,as
20363,thikona,as
20364,griha,as
20365,number,en
20366,kulachandra,as
20367,arthat,as
20368,pitridebar,as
20369,pitrir,as
20370,namtu,as
20371,xuddha,as
20372,hoi,as
20373,ase,as
20374,namot,as
20375,thoka,as
20376,bhulor,as
20377,karone,as
20378,mur,as
20379,swargagat,as
20380,pitridebok,as
20381,jogoriya,as
20382,kori,as
20383,labh,as
20384,nai,as
20385,banan,as
20386,xuddha,as
20387,kori,as
20388,enumerator,en
20389,xokole,as
20390,votor,as
20391,list,en
20392,bonua,as
20393,nasil,as
20394,namtu,as
20395,axuddha,as
20396,hoi,as
20397,thoka,as
20398,pitridebor,as
20399,legacy,en
20400,no,en
20401,tu,as
20402,loi,as
20403,nrc,ne
20404,apply,en
20405,korilot,as
20406,kiba,as
20407,bhul,as
20408,hobo,as
20409,ne,as
20410,madam,en
20411,kunubai,as
20412,kobone,as
20413,raij,as
20414,winning,en
20415,couple,en
20416,toi,as
20417,d,as
20418,pragyan,as
20419,bezbaruah,as
20420,application,en
20421,submit,en
20422,in,en
20423,mnt,as
20424,thn,en
20425,mnt,as
20426,hrs,en
20427,how,en
20428,it,en
20429,posible,en
20430,one,en
20431,of,en
20432,the,en
20433,most,en
20434,important,en
20435,issue,en
20436,to,en
20437,think,en
20438,on,en
20439,its,en
20440,high,en
20441,time,en
20442,we,en
20443,need,en
20444,double,en
20445,track,en
20446,for,en
20447,railway,en
20448,than,en
20449,electric,en
20450,line,en
20451,we,en
20452,r,as
20453,with,en
20454,u,en
20455,sarba,as
20456,da,as
20457,vogoban,as
20458,e,as
20459,janein,as
20460,aftr,en
20461,th,en
20462,april,ne
20463,j,as
20464,ki,as
20465,hobe,as
20466,haahi,as
20467,uthill,as
20468,porhi,as
20469,bohotdinor,as
20470,dusmoni,as
20471,jen,as
20472,paisu,as
20473,volcano,en
20474,futa,as
20475,d,as
20476,futi,as
20477,ulai,as
20478,ahise,as
20479,so,en
20480,eeke,as
20481,barote,as
20482,bongaigaon,ne
20483,wow,en
20484,eku,as
20485,suggestion,en
20486,tu,as
20487,dibo,as
20488,nuarim,as
20489,kintu,as
20490,biyat,as
20491,matibo,as
20492,kintu,as
20493,baideu,as
20494,bongaigaon,ne
20495,te,as
20496,thaku,as
20497,ms,en
20498,taropi,as
20499,i,en
20500,really,en
20501,appreciate,en
20502,ur,en
20503,concern,en
20504,towards,en
20505,the,en
20506,students,en
20507,college,en
20508,n,as
20509,the,en
20510,society,en
20511,as,en
20512,well,en
20513,but,en
20514,i,en
20515,really,en
20516,fail,en
20517,to,en
20518,undrstnd,en
20519,y,as
20520,after,en
20521,so,en
20522,much,en
20523,of,en
20524,hue,as
20525,n,en
20526,cry,en
20527,about,en
20528,mr,en
20529,sharma,as
20530,s,as
20531,attitude,en
20532,y,as
20533,is,en
20534,the,en
20535,govt,en
20536,so,en
20537,dorment,en
20538,i,en
20539,think,en
20540,its,en
20541,high,en
20542,time,en
20543,to,en
20544,react,en
20545,for,en
20546,the,en
20547,betterment,en
20548,the,en
20549,truth,en
20550,is,en
20551,our,en
20552,leaders,en
20553,are,en
20554,puppet,en
20555,of,en
20556,anyways,en
20557,barbaric,en
20558,ways,en
20559,of,en
20560,justice,en
20561,will,en
20562,only,en
20563,ruin,en
20564,our,en
20565,civilization,en
20566,har,as
20567,har,as
20568,modi,as
20569,sir,en
20570,joi,as
20571,ho,as
20572,sonwal,as
20573,sir,en
20574,joy,as
20575,shree,as
20576,krishna,as
20577,great,en
20578,job,en
20579,sir,en
20580,om,as
20581,shanti,as
20582,kokaideo,as
20583,apunar,as
20584,logot,as
20585,dinnar,as
20586,tablet,en
20587,bohi,as
20588,ashaj,as
20589,khowar,as
20590,asa,as
20591,asil,as
20592,madrasa,en
20593,tet,as
20594,r,as
20595,kiba,as
20596,information,en
20597,ase,as
20598,jadi,as
20599,janaba,as
20600,son,as
20601,beleg,as
20602,dei,as
20603,maan,as
20604,gaye,as
20605,aapko,as
20606,intuition,en
20607,hazarika,as
20608,nje,as
20609,low,en
20610,bonabo,as
20611,najabo,as
20612,varotia,as
20613,khongbidhan,as
20614,mani,as
20615,ase,as
20616,jodi,as
20617,eba,as
20618,porhibo,as
20619,abul,as
20620,tabul,as
20621,boki,as
20622,belegor,as
20623,mur,as
20624,gorom,as
20625,nokoribo,as
20626,thank,en
20627,you,en
20628,sir,en
20629,for,en
20630,gracing,en
20631,the,en
20632,science,en
20633,congress,ne
20634,and,en
20635,motivating,en
20636,the,en
20637,young,en
20638,minds,en
20639,regards,en
20640,dr,as
20641,shukla,as
20642,acharjee,as
20643,geography,en
20644,dibrugarh,ne
20645,university,en
20646,who,en
20647,made,en
20648,imdt,en
20649,act,en
20650,and,en
20651,why,en
20652,bhaskar,as
20653,actually,en
20654,this,en
20655,is,en
20656,the,en
20657,soo,as
20658,bad,en
20659,for,en
20660,our,en
20661,karbi,ne
20662,anglong,as
20663,people,en
20664,this,en
20665,is,en
20666,a,en
20667,bed,en
20668,placement,en
20669,of,en
20670,our,en
20671,karbi,ne
20672,anglong,as
20673,notice,en
20674,on,en
20675,the,en
20676,diphu,as
20677,town,en
20678,committee,en
20679,board,en
20680,improvement,en
20681,of,en
20682,the,en
20683,face,en
20684,of,en
20685,karbi,ne
20686,anglong,as
20687,kardom,as
20688,ki,as
20689,r,as
20690,korbo,as
20691,ranna,as
20692,korbo,as
20693,r,as
20694,khabo,as
20695,life,en
20696,to,en
20697,r,as
20698,ni,as
20699,ato,as
20700,kosto,as
20701,kora,as
20702,porlam,as
20703,kintu,as
20704,kichu,as
20705,ni,as
20706,p,en
20707,fake,en
20708,news,en
20709,ha,as
20710,vi,as
20711,apnar,as
20712,talent,en
20713,agey,en
20714,tik,as
20715,kroin,as
20716,naile,as
20717,hay,en
20718,jitijibo,as
20719,amrar,as
20720,kotha,as
20721,aaj,as
20722,obdi,as
20723,tan,as
20724,mukhe,as
20725,sunchi,as
20726,na,as
20727,bjp,ne
20728,zindabaad,as
20729,a,en
20730,chal,as
20731,pelaisa,as
20732,uri,as
20733,fura,as
20734,haha,as
20735,o,as
20736,houston,en
20737,ot,as
20738,asu,as
20739,d,as
20740,toi,as
20741,pune,ne
20742,ghuri,as
20743,nejao,as
20744,na,as
20745,good,en
20746,job,en
20747,hat,en
20748,s,as
20749,off,en
20750,to,en
20751,you,en
20752,and,en
20753,your,en
20754,team,en
20755,frnd,en
20756,yubha,as
20757,soch,as
20758,josh,as
20759,ko,as
20760,age,en
20761,badana,as
20762,k,as
20763,liya,as
20764,vote,en
20765,for,en
20766,susmita,as
20767,deb,en
20768,ji,as
20769,congress,ne
20770,zindabad,ne
20771,very,en
20772,thankful,en
20773,to,en
20774,cm,en
20775,sir,en
20776,for,en
20777,having,en
20778,spent,en
20779,valuable,en
20780,time,en
20781,from,en
20782,your,en
20783,busy,en
20784,schedule,en
20785,to,en
20786,inspire,en
20787,students,en
20788,of,en
20789,the,en
20790,st,en
20791,mary,as
20792,school,en
20793,dibo,as
20794,dibo,as
20795,ektu,as
20796,time,en
20797,lagbo,as
20798,shob,as
20799,kichu,as
20800,systemetically,en
20801,jaite,as
20802,laghbo,as
20803,step,en
20804,by,en
20805,step,en
20806,eibaar,as
20807,okol,as
20808,congress,ne
20809,nohoi,as
20810,khihatar,as
20811,lagat,as
20812,thaka,as
20813,dalal,as
20814,buraku,as
20815,bidai,as
20816,dibo,as
20817,lagibo,as
20818,aami,as
20819,dalal,as
20820,raju,as
20821,khekh,as
20822,karibo,as
20823,lagibo,as
20824,tetiyahe,as
20825,ehkan,as
20826,khustir,as
20827,aaru,as
20828,sabal,as
20829,sarkar,as
20830,raije,as
20831,pabo,as
20832,tumar,as
20833,nisina,as
20834,sualibur,as
20835,okol,as
20836,puja,as
20837,diwali,ne
20838,enekua,as
20839,occasion,en
20840,ot,as
20841,hae,as
20842,ulai,as
20843,ni,as
20844,tet,as
20845,pass,en
20846,bhai,as
20847,ebong,as
20848,boin,as
20849,ra,as
20850,ekta,as
20851,kotha,as
20852,real,en
20853,jee,as
20854,ekon,as
20855,hbs,en
20856,aamader,as
20857,nea,as
20858,ekta,as
20859,rajniti,as
20860,suru,as
20861,kothacheen,as
20862,tini,as
20863,ekon,as
20864,aamader,as
20865,percentage,en
20866,den,as
20867,job,en
20868,dewar,as
20869,bela,as
20870,zero,en
20871,aaj,as
20872,appointment,en
20873,disen,as
20874,abong,as
20875,aaga,as
20876,aaro,as
20877,permanent,en
20878,korben,as
20879,aamader,as
20880,kotha,as
20881,central,en
20882,uppor,as
20883,cherraden,as
20884,aamora,as
20885,tet,as
20886,pass,en
20887,kora,as
20888,jiboney,as
20889,kub,as
20890,boro,as
20891,vul,as
20892,korchhey,as
20893,suwali,ne
20894,burok,as
20895,ata,as
20896,puja,as
20897,hole,as
20898,hol,as
20899,koti,as
20900,uluwa,as
20901,kapur,as
20902,pindhibole,as
20903,and,en
20904,chandamita,as
20905,nup,as
20906,did,en
20907,you,en
20908,checked,en
20909,her,en
20910,recent,en
20911,comment,en
20912,is,en
20913,thr,en
20914,any,en
20915,slang,en
20916,used,en
20917,by,en
20918,her,en
20919,is,en
20920,thr,en
20921,or,as
20922,you,en
20923,have,en
20924,just,en
20925,edited,en
20926,her,en
20927,comment,en
20928,in,en
20929,ur,en
20930,mind,en
20931,and,en
20932,added,en
20933,it,en
20934,by,en
20935,yourself,en
20936,through,en
20937,these,en
20938,image,en
20939,with,en
20940,message,en
20941,longbir,as
20942,you,en
20943,have,en
20944,showed,en
20945,loves,en
20946,between,en
20947,tree,en
20948,and,en
20949,boy,en
20950,compare,en
20951,with,en
20952,parents,en
20953,and,en
20954,children,en
20955,is,en
20956,a,en
20957,very,en
20958,good,en
20959,example,en
20960,those,en
20961,who,en
20962,don,as
20963,t,as
20964,care,en
20965,there,en
20966,parents,en
20967,these,en
20968,short,en
20969,story,en
20970,touch,en
20971,my,en
20972,heart,en
20973,towards,en
20974,great,en
20975,extent,en
20976,i,en
20977,specially,en
20978,thankful,en
20979,to,en
20980,longbir,as
20981,and,en
20982,hope,en
20983,to,en
20984,create,en
20985,new,en
20986,thought,en
20987,again,en
20988,from,en
20989,you,en
20990,and,en
20991,share,en
20992,with,en
20993,us,en
20994,good,en
20995,morning,en
20996,have,en
20997,a,en
20998,nice,en
20999,day,en
21000,a,en
21001,training,en
21002,cum,en
21003,review,en
21004,meeting,en
21005,was,en
21006,held,en
21007,on,en
21008,various,en
21009,matters,en
21010,related,en
21011,to,en
21012,verification,en
21013,process,en
21014,at,en
21015,gaonbura,as
21016,bhawan,as
21017,teok,as
21018,circle,en
21019,jorhat,as
21020,recently,en
21021,nrc,ne
21022,staff,en
21023,of,en
21024,teok,as
21025,circle,en
21026,was,en
21027,present,en
21028,during,en
21029,for,en
21030,capacity,en
21031,building,en
21032,purpose,en
21033,di,as
21034,four,en
21035,lane,as
21036,and,en
21037,bg,en
21038,train,en
21039,start,en
21040,holo,as
21041,na,as
21042,last,en
21043,years,en
21044,and,en
21045,years,en
21046,any,en
21047,way,en
21048,happy,en
21049,janmastani,as
21050,now,en
21051,d,as
21052,voters,en
21053,issue,en
21054,let,en
21055,see,en
21056,who,en
21057,solve,en
21058,yes,en
21059,regualr,en
21060,hoy,as
21061,actualy,en
21062,age,en
21063,admission,en
21064,neo,as
21065,tarpor,as
21066,automatic,en
21067,sob,as
21068,thik,as
21069,kra,as
21070,jaibo,as
21071,bitch,en
21072,please,en
21073,in,en
21074,our,en
21075,time,en
21076,a,en
21077,cow,en
21078,ate,en
21079,the,en
21080,answer,en
21081,sheets,en
21082,d,as
21083,aeitu,as
21084,asif,as
21085,ahmed,as
21086,hobo,as
21087,lagibo,as
21088,toi,as
21089,sala,as
21090,bangladeshi,as
21091,gedik,as
21092,bhal,as
21093,pao,as
21094,kune,as
21095,poisa,as
21096,dibo,as
21097,be,en
21098,tuk,as
21099,moiu,as
21100,koch,as
21101,janagosthir,as
21102,mahila,as
21103,kintu,as
21104,moi,as
21105,bhabu,as
21106,jetia,as
21107,hakalu,as
21108,phale,as
21109,unnayan,as
21110,haba,as
21111,reservation,en
21112,nuhuakoiu,as
21113,ami,as
21114,hakaluphale,as
21115,agbarhiba,as
21116,parim,as
21117,jene,as
21118,jugajug,as
21119,bebasthar,as
21120,unnatir,as
21121,uporio,as
21122,ekokhan,as
21123,jilat,as
21124,jadi,as
21125,antata,as
21126,khaan,as
21127,jnv,en
21128,nabaday,as
21129,vidyalay,ne
21130,hay,en
21131,ittyadi,as
21132,assamese,en
21133,peoples,en
21134,love,en
21135,u,en
21136,but,en
21137,your,en
21138,love,en
21139,for,en
21140,assam,ne
21141,will,en
21142,fullfil,en
21143,when,en
21144,delhi,as
21145,love,en
21146,assam,ne
21147,so,en
21148,you,en
21149,should,en
21150,creat,en
21151,demand,en
21152,before,en
21153,delhi,as
21154,so,en
21155,that,en
21156,delhi,as
21157,love,en
21158,always,en
21159,thanks,en
21160,assam,ne
21161,police,en
21162,si,as
21163,result,en
21164,constable,en
21165,advertisement,en
21166,publish,en
21167,as,en
21168,soon,en
21169,as,en
21170,posible,en
21171,please,en
21172,sir,en
21173,many,en
21174,of,en
21175,candidate,en
21176,are,en
21177,waiting,en
21178,for,en
21179,this,en
21180,recruitment,en
21181,haha,as
21182,i,en
21183,knew,en
21184,i,en
21185,would,en
21186,be,en
21187,getting,en
21188,such,en
21189,replies,en
21190,well,en
21191,protections,en
21192,are,en
21193,not,en
21194,always,en
21195,safe,en
21196,are,en
21197,they,en
21198,d,as
21199,and,en
21200,mr,en
21201,abhijit,as
21202,your,en
21203,reply,en
21204,was,en
21205,as,en
21206,irrelevant,en
21207,to,en
21208,her,en
21209,comment,en
21210,as,en
21211,say,en
21212,pluto,en
21213,is,en
21214,to,en
21215,me,as
21216,moi,as
21217,ketiaba,as
21218,vabu,as
21219,bjp,ne
21220,agp,en
21221,bpf,en
21222,aiudf,en
21223,mitrojut,as
21224,tu,as
21225,jikile,as
21226,cabinet,en
21227,khonot,as
21228,minister,en
21229,kun,as
21230,kun,as
21231,hobo,as
21232,if,en
21233,you,en
21234,people,en
21235,want,en
21236,atleast,en
21237,non,en
21238,corrupt,en
21239,will,en
21240,go,en
21241,in,en
21242,parliament,en
21243,then,en
21244,vote,en
21245,for,en
21246,clean,en
21247,candidates,en
21248,may,en
21249,be,en
21250,its,en
21251,from,en
21252,any,en
21253,party,en
21254,i,en
21255,think,en
21256,aap,as
21257,is,en
21258,the,en
21259,best,en
21260,mtet,as
21261,r,as
21262,verification,en
21263,hbo,ne
21264,ne,as
21265,nhoi,as
21266,plz,en
21267,say,en
21268,m,as
21269,in,en
21270,support,en
21271,of,en
21272,lesbian,en
21273,and,en
21274,gay,en
21275,relationships,en
21276,everyone,en
21277,has,en
21278,the,en
21279,right,en
21280,to,en
21281,enjoy,en
21282,their,en
21283,lifes,en
21284,to,en
21285,the,en
21286,fullest,en
21287,you,en
21288,go,en
21289,gal,en
21290,upppss,en
21291,i,en
21292,welcum,en
21293,u,en
21294,xavier,as
21295,btway,en
21296,x,en
21297,men,en
21298,origines,en
21299,from,en
21300,gmc,en
21301,itshelf,en
21302,l,as
21303,l,as
21304,amrr,as
21305,saarte,as
21306,amra,as
21307,ak,as
21308,oitam,as
21309,impossible,en
21310,kene,as
21311,vai,as
21312,the,en
21313,map,en
21314,shows,en
21315,the,en
21316,cumulative,en
21317,district,en
21318,wise,en
21319,performance,en
21320,upto,as
21321,th,en
21322,august,ne
21323,ki,as
21324,hol,as
21325,karbianglong,as
21326,iman,as
21327,kom,as
21328,kiyo,as
21329,please,en
21330,hunkale,as
21331,nrc,ne
21332,joma,as
21333,diyok,as
21334,after,en
21335,a,en
21336,crappy,en
21337,paper,en
21338,today,en
21339,i,en
21340,don,as
21341,t,as
21342,have,en
21343,anything,en
21344,to,en
21345,think,en
21346,about,en
21347,d,as
21348,exam,en
21349,hekh,as
21350,mane,as
21351,what,en
21352,up,en
21353,people,en
21354,stark,en
21355,oibo,as
21356,sing,en
21357,er,as
21358,mukhe,as
21359,janabedona,as
21360,manaina,as
21361,kaku,as
21362,ke,as
21363,dekhle,as
21364,kharap,as
21365,lage,as
21366,ekhono,as
21367,congress,ne
21368,ke,as
21369,bachanor,as
21370,chesta,as
21371,korchen,as
21372,hello,en
21373,sir,en
21374,mur,as
21375,ghror,as
21376,road,en
21377,tu,as
21378,bhut,as
21379,bea,as
21380,olop,as
21381,jode,as
21382,sir,en
21383,sie,as
21384,dea,as
21385,bht,as
21386,vl,as
21387,plu,as
21388,hoi,as
21389,dhonoibad,as
21390,sir,en
21391,go,en
21392,to,en
21393,hell,en
21394,nrc,ne
21395,site,en
21396,admin,en
21397,sam,as
21398,on,en
21399,u,en
21400,tet,as
21401,ot,as
21402,bohut,as
21403,gyani,as
21404,pondit,as
21405,ase,as
21406,dai,as
21407,ankur,as
21408,goswami,as
21409,mur,as
21410,heitu,as
21411,ketiau,as
21412,mukhosto,as
21413,noroi,as
21414,hodai,as
21415,kheli,as
21416,meli,as
21417,hoi,as
21418,v,as
21419,all,en
21420,atet,as
21421,rc,en
21422,th,en
21423,sechudele,as
21424,tet,as
21425,with,en
21426,st,en
21427,laguage,as
21428,am,en
21429,bm,en
21430,can,en
21431,apply,en
21432,sm,en
21433,asm,as
21434,tet,as
21435,on,en
21436,condition,en
21437,can,en
21438,apply,en
21439,don,as
21440,t,as
21441,listen,en
21442,such,en
21443,comments,en
21444,we,en
21445,are,en
21446,proud,en
21447,of,en
21448,you,en
21449,and,en
21450,know,en
21451,you,en
21452,will,en
21453,make,en
21454,our,en
21455,motherland,en
21456,a,en
21457,wonderful,en
21458,place,en
21459,to,en
21460,live,en
21461,krishnaguru,as
21462,ishwaror,as
21463,kripa,as
21464,milok,as
21465,daxor,as
21466,xewa,as
21467,lobo,as
21468,kuno,as
21469,update,en
21470,ace,en
21471,ni,as
21472,ultimately,en
21473,when,en
21474,we,en
21475,can,en
21476,expect,en
21477,the,en
21478,draft,en
21479,list,en
21480,of,en
21481,nrc,ne
21482,tmr,as
21483,oto,as
21484,buddhi,as
21485,re,en
21486,bhai,as
21487,ita,as
21488,koi,as
21489,rakia,as
21490,gumaw,as
21491,amrare,as
21492,to,en
21493,otodin,as
21494,thaki,as
21495,kor,as
21496,je,as
21497,deled,en
21498,relax,en
21499,hoile,as
21500,aklge,as
21501,sober,en
21502,dibo,as
